No;lokasi;kamar_tidur;kamar_mandi;luas_rumah;luas_tanah;harga;jenis_rumah
1653;Sawangan;0;0;36;120;435624774;Menengah
1654;Beji;2;1;50;110;710000000;Menengah
1655;Cimanggis;3;2;112;70;695000000;Sederhana
1656;Cimanggis;3;3;148;84;1075000000;Menengah
1657;Cinere;2;1;80;90;650000000;Menengah
1658;Cinere;4;3;150;105;1550000000;Menengah
1659;Sukmajaya;1;1;30;44;138000000;Sederhana
1660;Pancoran Mas;2;1;42;75;529000000;Sederhana
1661;Cipayung;2;1;52;90;450000000;Menengah
1662;Cinere;5;4;184;114;930000000;Menengah
1663;Cilodong;2;1;36;64;597100000;Sederhana
1664;Sawangan;4;3;100;155;900000000;Menengah
1665;Pancoran Mas;2;1;60;84;760000000;Menengah
1666;Cimanggis;2;1;70;128;415000000;Menengah
1667;Pancoran Mas;4;3;104;91;1073700000;Menengah
1668;Sawangan;2;1;36;60;285000000;Sederhana
1669;Beji;3;2;110;84;1300000000;Menengah
1670;Sawangan;3;2;54;108;450000000;Menengah
1671;Pancoran Mas;4;3;185;416;1800000000;Mewah
1672;Cipayung;3;4;70;90;750000000;Menengah
1673;Cipayung;0;0;36;60;295000000;Sederhana
1674;Sawangan;2;1;24;46;280200000;Sederhana
1675;Sawangan;5;3;200;147;800000000;Menengah
1676;Sawangan;5;2;250;249;1765000000;Mewah
1677;Sawangan;3;2;80;88;699800000;Menengah
1678;Pancoran Mas;3;3;96;90;825000000;Menengah
1679;Pancoran Mas;3;2;55;60;599000000;Sederhana
1680;Cilodong;2;1;36;78;678000000;Sederhana
1681;Cinere;3;2;120;154;1800000000;Menengah
1682;Beji;3;2;70;78;899878987;Sederhana
1683;Cimanggis;6;4;252;658;4500000000;Mewah
1684;Bojongsari;3;3;450;824;4120000000;Mewah
1685;Cimanggis;4;2;113;100;980000000;Menengah
1686;Cimanggis;5;4;160;153;1600000000;Menengah
1687;Pancoran Mas;5;4;170;120;1600000000;Menengah
1688;Pancoran Mas;3;2;70;94;650000000;Menengah
1689;Cilodong;2;1;40;84;457832733;Menengah
1690;Tapos;2;1;36;64;360000000;Sederhana
1691;Pancoran Mas;3;2;96;72;880000000;Sederhana
1692;Sukmajaya;3;1;133;133;850000000;Menengah
1693;Pancoran Mas;3;2;58;75;845000000;Sederhana
1694;Pancoran Mas;2;1;80;68;529750000;Sederhana
1695;Pancoran Mas;2;1;36;61;552000000;Sederhana
1696;Cinere;3;2;118;120;1400000000;Menengah
1697;Beji;3;2;92;157;850000000;Menengah
1698;Cimanggis;2;1;50;120;895000000;Menengah
1699;Cimanggis;4;3;200;200;1250000000;Menengah
1700;Pancoran Mas;3;2;70;75;675000000;Sederhana
1701;Sawangan;2;3;40;48;348000000;Sederhana
1702;Sawangan;3;2;100;150;1100000000;Menengah
1703;Cipayung;2;1;45;45;115000000;Sederhana
1704;Cipayung;2;1;35;50;165000000;Sederhana
1705;Cipayung;2;1;50;50;190000000;Sederhana
1706;Cilodong;2;1;40;60;399000000;Sederhana
1707;Pancoran Mas;0;0;45;70;435000000;Sederhana
1708;Cimanggis;2;1;36;60;429000000;Sederhana
1709;Pancoran Mas;3;2;100;125;600000000;Menengah
1710;Sawangan;2;1;45;91;630000000;Menengah
1711;Cinere;5;3;400;355;3500000000;Mewah
1712;Cilodong;2;1;32;60;250000000;Sederhana
1713;Pancoran Mas;3;2;100;125;600000000;Menengah
1714;Sawangan;2;1;45;91;630000000;Menengah
1715;Sukmajaya;3;2;76;120;400000000;Menengah
1716;Cipayung;4;1;59;78;750000000;Sederhana
1717;Cimanggis;2;1;45;85;641000000;Menengah
1718;Sawangan;2;1;45;72;385000000;Sederhana
1719;Cinere;7;5;600;1400;4800000000;Mewah
1720;Cilodong;2;1;63;100;675000000;Menengah
1721;Pancoran Mas;2;1;36;72;495000000;Sederhana
1722;Bojongsari;3;2;69;72;550000000;Sederhana
1723;Cilodong;3;3;85;130;875000000;Menengah
1724;Cinere;3;2;110;120;1500000000;Menengah
1725;Cilodong;3;2;70;60;650000000;Sederhana
1726;Pancoran Mas;2;2;63;72;695000000;Sederhana
1727;Cimanggis;2;1;45;70;535000000;Sederhana
1728;Sukmajaya;3;2;80;102;850000000;Menengah
1729;Cimanggis;4;2;153;182;1000000000;Menengah
1730;Pancoran Mas;2;1;36;66;586000000;Sederhana
1731;Sawangan;2;2;105;105;550000000;Menengah
1732;Sawangan;2;1;40;55;260000000;Sederhana
1733;Beji;5;3;243;208;1600000000;Mewah
1734;Sawangan;2;1;36;72;307000000;Sederhana
1735;Cimanggis;4;2;265;265;1400000000;Mewah
1736;Cinere;3;2;80;95;1087000000;Menengah
1737;Cimanggis;3;2;60;57;600000000;Sederhana
1738;Sawangan;2;1;45;60;235000000;Sederhana
1739;Beji;4;4;147;122;1850000000;Menengah
1740;Cimanggis;4;2;135;175;1750000000;Menengah
1741;Cimanggis;4;2;265;265;1400000000;Mewah
1742;Cinere;3;2;80;95;1087000000;Menengah
1743;Cinere;2;1;1;1;650000000;Sederhana
1744;Sawangan;5;3;400;450;4500000000;Mewah
1745;Pancoran Mas;3;3;160;115;1000000000;Menengah
1746;Pancoran Mas;2;1;36;66;550000000;Sederhana
1747;Cimanggis;3;2;48;80;575000000;Menengah
1748;Cipayung;2;1;30;50;172000000;Sederhana
1749;Cinere;5;4;180;192;3750000000;Menengah
1750;Cipayung;3;3;200;300;950000000;Mewah
1751;Sawangan;2;2;39;60;402500000;Sederhana
1752;Sawangan;2;1;46;90;599750000;Menengah
1753;Cimanggis;4;2;180;450;1500000000;Mewah
1754;Cinere;3;3;240;332;1500000000;Mewah
1755;Cinere;4;3;115;105;1250000000;Menengah
1756;Pancoran Mas;2;2;46;37;483738372;Sederhana
1757;Pancoran Mas;2;1;36;81;460000000;Menengah
1758;Beji;4;2;90;125;750000000;Menengah
1759;Bojongsari;2;1;42;55;315000000;Sederhana
1760;Sawangan;2;1;50;120;650000000;Menengah
1761;Cilodong;3;2;56;40;550000000;Sederhana
1762;Cilodong;3;2;60;76;625000000;Sederhana
1763;Sawangan;4;3;210;248;1975000000;Mewah
1764;Cipayung;2;1;36;50;255000000;Sederhana
1765;Beji;2;1;42;58;580000000;Sederhana
1766;Sawangan;2;1;41;105;545000000;Menengah
1767;Sawangan;3;2;86;75;700000000;Sederhana
1768;Pancoran Mas;3;2;108;54;682000000;Sederhana
1769;Sawangan;3;1;45;70;595500000;Sederhana
1770;Cilodong;2;1;54;72;650000000;Sederhana
1771;Cimanggis;4;2;150;120;1000000000;Menengah
1772;Pancoran Mas;2;1;45;65;400000000;Sederhana
1773;Sawangan;2;1;36;69;317700000;Sederhana
1774;Cilodong;2;1;70;70;375000000;Sederhana
1775;Beji;4;4;147;122;1850000000;Menengah
1776;Cinere;2;2;55;80;688000000;Menengah
1777;Cinere;2;1;40;50;175000000;Sederhana
1778;Sukmajaya;3;2;150;72;800000000;Sederhana
1779;Sawangan;3;2;54;130;475000000;Menengah
1780;Cimanggis;4;4;238;185;2600000000;Menengah
1781;Sawangan;2;1;74;110;290000000;Menengah
1782;Sawangan;2;1;36;64;325000000;Sederhana
1783;Cinere;3;2;95;105;900000000;Menengah
1784;Sukmajaya;9;6;600;364;4300000000;Mewah
1785;Cipayung;2;1;33;60;185000000;Sederhana
1786;Limo;2;1;30;36;170000000;Sederhana
1787;Cipayung;2;1;45;54;184000000;Sederhana
1788;Sukmajaya;3;1;127.5;404;1500000000;Mewah
1789;Sawangan;2;1;36;60;300000000;Sederhana
1790;Beji;2;2;50;60;875000000;Sederhana
1791;Cimanggis;2;1;50;90;500000000;Menengah
1792;Cimanggis;3;2;85;80;150000000;Menengah
1793;Cipayung;2;1;30;69;360000000;Sederhana
1794;Sawangan;2;1;70;114;690000000;Menengah
1795;Sukmajaya;2;1;90;108;750000000;Menengah
1796;Sukmajaya;2;1;43;116;950000000;Menengah
1797;Cimanggis;3;2;164;82;1200000000;Menengah
1798;Bojongsari;2;1;36;95;465000000;Menengah
1799;Pancoran Mas;3;2;75;120;785000000;Menengah
1800;Cinere;3;2;115;105;1000000000;Menengah
1801;Beji;2;2;70;74;450000000;Sederhana
1802;Cinere;4;2;166;139;1550000000;Menengah
1803;Cilodong;2;1;60;91;565000000;Menengah
1804;Cilodong;3;2;63;70;725000000;Sederhana
1805;Cipayung;2;1;40;40;155000000;Sederhana
1806;Cimanggis;4;3;150;115;990000000;Menengah
1807;Sawangan;3;2;68;131;828000000;Menengah
1808;Cipayung;2;1;45;60;250000000;Sederhana
1809;Cinere;4;3;190;244;4800000000;Mewah
1810;Cinere;3;1;100;100;630000000;Menengah
1811;Beji;4;3;127;102;1600000000;Menengah
1812;Cimanggis;4;2;110;71;695000000;Sederhana
1813;Sawangan;2;1;36;60;285000000;Sederhana
1814;Cilodong;3;2;70;66;750000000;Sederhana
1815;Bojongsari;2;1;60;72;230000000;Sederhana
1816;Cinere;3;2;65;60;884000000;Sederhana
1817;Pancoran Mas;2;1;50;83;485000000;Menengah
1818;Cilodong;2;2;36;88;400000000;Menengah
1819;Cipayung;2;1;40;55;235000000;Sederhana
1820;Cimanggis;4;3;240;245;1599000000;Mewah
1821;Cipayung;1;2;34;0;270000000;Sederhana
1822;Sawangan;3;1;55;58;428000000;Sederhana
1823;Pancoran Mas;3;3;100;64;775000000;Sederhana
1824;Cimanggis;2;1;36;50;175000010;Sederhana
1825;Cipayung;2;1;40;59.4;326200000;Sederhana
1826;Cipayung;2;1;40;55;205000000;Sederhana
1827;Pancoran Mas;2;1;36;40;140000000;Sederhana
1828;Pancoran Mas;2;1;45;65;400000000;Sederhana
1829;Cimanggis;3;2;60;72;655000000;Sederhana
1830;Cipayung;2;1;30;60;171000000;Sederhana
1831;Pancoran Mas;4;3;310;260;1500000000;Mewah
1832;Pancoran Mas;4;4;90;145;900000000;Menengah
1833;Cimanggis;4;3;240;245;1599000000;Mewah
1834;Sukmajaya;2;2;90;90;500000000;Menengah
1835;Sawangan;3;1;55;58;428000000;Sederhana
1836;Cipayung;2;1;45;60;185000000;Sederhana
1837;Pancoran Mas;3;3;96;90;825000000;Menengah
1838;Cinere;4;4;118;120;2000000000;Menengah
1839;Beji;2;1;45;72;750000000;Sederhana
1840;Cipayung;3;2;110;116;550000000;Menengah
1841;Cinere;2;1;64;83;700000000;Menengah
1842;Cipayung;2;1;40;45;150000000;Sederhana
1843;Pancoran Mas;3;3;130;160;1900000000;Menengah
1844;Pancoran Mas;2;1;45;72;430000000;Sederhana
1845;Sawangan;4;3;248;210;1950000000;Mewah
1846;Sawangan;2;1;40;55;375000000;Sederhana
1847;Sawangan;2;1;48;96;875000000;Menengah
1848;Beji;3;2;64;100;975000000;Menengah
1849;Sawangan;3;2;50;50;378000000;Sederhana
1850;Bojongsari;2;1;36;62;324500000;Sederhana
1851;Cipayung;2;1;36;50;170000000;Sederhana
1852;Sukmajaya;3;2;140;140;750000000;Menengah
1853;Beji;3;2;170;202;1400000000;Mewah
1854;Beji;3;3;100;60;950000000;Sederhana
1855;Pancoran Mas;2;1;36;76;350000000;Sederhana
1856;Cimanggis;4;4;112;173;1300000000;Menengah
1857;Sukmajaya;3;1;90;90;450000000;Menengah
1858;Sukmajaya;3;1;90;90;600000000;Menengah
1859;Cilodong;2;1;45;100;350000000;Menengah
1860;Cimanggis;4;2;150;150;1200000000;Menengah
1861;Beji;3;2;170;202;1400000000;Mewah
1862;Beji;3;2;64;100;975000000;Menengah
1863;Sukmajaya;3;1;90;90;600000000;Menengah
1864;Cinere;4;3;200;340;1850000000;Mewah
1865;Cinere;3;3;85;78;825000000;Sederhana
1866;Cimanggis;3;2;69;72;850000000;Sederhana
1867;Sawangan;2;1;36;121;665000000;Menengah
1868;Pancoran Mas;2;1;40;101;488250000;Menengah
1869;Sawangan;3;1;75;135;600000000;Menengah
1870;Cinere;2;2;60;72;873498600;Sederhana
1871;Bojongsari;2;1;70;90;575000000;Menengah
1872;Cimanggis;2;1;38;52;580000000;Sederhana
1873;Pancoran Mas;3;2;60;111;585000000;Menengah
1874;Cilodong;2;1;40;65;389900000;Sederhana
1875;Beji;4;3;160;87;900000000;Menengah
1876;Sawangan;3;2;82;133;625000000;Menengah
1877;Cinere;3;2;70;84;650000000;Menengah
1878;Beji;3;2;160;88;1700000000;Menengah
1879;Bojongsari;2;1;30;60;660000000;Sederhana
1880;Cilodong;3;1;112;112;575000000;Menengah
1881;Pancoran Mas;3;2;83;83;400000000;Menengah
1882;Cipayung;2;1;36;99;220000000;Menengah
1883;Cimanggis;3;2;65;100;700000000;Menengah
1884;Sawangan;3;2;70;150;375000000;Menengah
1885;Sukmajaya;2;1;36;72;520000000;Sederhana
1886;Cipayung;2;1;40;40;160000000;Sederhana
1887;Cinere;4;3;243;339;1700000000;Mewah
1888;Pancoran Mas;3;1;65;98;630000000;Menengah
1889;Pancoran Mas;2;1;1;50;135000000;Sederhana
1890;Tapos;2;1;30;106;525000000;Menengah
1891;Sawangan;3;2;110;125;950000000;Menengah
1892;Cimanggis;3;3;100;62;689000000;Sederhana
1893;Cinere;8;5;400;240;2200000000;Mewah
1894;Cilodong;3;2;54;62;565000000;Sederhana
1895;Cipayung;2;1;45;55;165000000;Sederhana
1896;Cipayung;2;1;54;77;250000000;Sederhana
1897;Cimanggis;2;1;30;50;178000000;Sederhana
1898;Cimanggis;3;1;100;52;500000000;Sederhana
1899;Cinere;4;2;300;284;2400000000;Mewah
1900;Cimanggis;2;1;45;92;431000000;Menengah
1901;Cimanggis;0;0;92;46;464600000;Sederhana
1902;Sukmajaya;5;1;90;90;570000000;Menengah
1903;Sawangan;4;4;218;240;1400000000;Mewah
1904;Cinere;3;2;200;140;1500000000;Menengah
1905;Pancoran Mas;2;1;36;84;420000000;Menengah
1906;Cimanggis;2;1;54;85;549005000;Menengah
1907;Pancoran Mas;3;2;72;90;998000000;Menengah
1908;Cimanggis;2;1;25;50;165000000;Sederhana
1909;Sukmajaya;1;1;30;50;195000000;Sederhana
1910;Cipayung;2;1;40;40;135000000;Sederhana
1911;Sukmajaya;3;2;114;90;700000000;Menengah
1912;Sawangan;3;2;120;150;950000000;Menengah
1913;Sawangan;3;2;200;833;2200000000;Mewah
1914;Cilodong;1;1;24;30;222500000;Sederhana
1915;Cimanggis;2;2;85;90;750000000;Menengah
1916;Cinere;3;2;250;700;1900000000;Mewah
1917;Pancoran Mas;2;1;55;100;450000000;Menengah
1918;Cilodong;2;1;43;76;485000000;Sederhana
1919;Sukmajaya;2;1;70;90;555000000;Menengah
1920;Bojongsari;3;2;85;102;600000000;Menengah
1921;Sawangan;3;2;120;150;950000000;Menengah
1922;Tapos;2;2;90;136;735000000;Menengah
1923;Cimanggis;2;1;25;50;165000000;Sederhana
1924;Sukmajaya;1;1;30;50;195000000;Sederhana
1925;Beji;3;2;55;78;733890000;Sederhana
1926;Cipayung;2;1;40;60;300000000;Sederhana
1927;Pancoran Mas;3;1;70;98;575000000;Menengah
1928;Cinere;4;3;115;105;1400000000;Menengah
1929;Bojongsari;2;1;36;66;340500000;Sederhana
1930;Cilodong;2;1;36;60;461000000;Sederhana
1931;Cipayung;2;1;36;72;393000000;Sederhana
1932;Pancoran Mas;2;1;50;50;170000000;Sederhana
1933;Cipayung;2;1;36;50;195000000;Sederhana
1934;Cipayung;2;1;45;50;175000000;Sederhana
1935;Cinere;3;3;90;60;800000000;Sederhana
1936;Sawangan;2;1;45;68;300000000;Sederhana
1937;Sukmajaya;4;3;140;91;890000000;Menengah
1938;Cinere;2;1;45;78;984500000;Sederhana
1939;Pancoran Mas;2;1;50;67;600000000;Sederhana
1940;Cimanggis;2;1;36;66;455000000;Sederhana
1941;Cipayung;2;1;45;50;155000000;Sederhana
1942;Bojongsari;3;2;39;96;550000000;Menengah
1943;Limo;2;2;85;106;650000000;Menengah
1944;Cimanggis;6;4;220;255;2390000000;Mewah
1945;Sawangan;2;1;36;90;380000000;Menengah
1946;Pancoran Mas;6;4;276;408;4000000000;Mewah
1947;Cimanggis;11;6;800;1104;4900000000;Mewah
1948;Sawangan;2;2;85;120;850000000;Menengah
1949;Sawangan;2;1;40;60;300000000;Sederhana
1950;Cinere;3;2;135;134;1300000000;Menengah
1951;Sawangan;2;1;45;88;580000000;Menengah
1952;Bojongsari;3;1;96;235;1100000000;Mewah
1953;Beji;6;5;300;450;5000000000;Mewah
1954;Pancoran Mas;3;2;81;68;835036000;Sederhana
1955;Cinere;4;4;800;329;11000000000;Mewah
1956;Cipayung;2;1;50;72;400000000;Sederhana
1957;Cinere;3;2;135;134;1300000000;Menengah
1958;Sawangan;2;1;36;101;581200000;Menengah
1959;Pancoran Mas;2;1;60;97;575000000;Menengah
1960;Sawangan;4;3;210;248;1975000000;Mewah
1961;Sawangan;2;1;40;60;300000000;Sederhana
1962;Sukmajaya;4;2;165;64;1800000000;Sederhana
1963;Pancoran Mas;3;1;101;45;525000000;Sederhana
1964;Cinere;2;1;40;60;185000000;Sederhana
1965;Cimanggis;4;2;140;150;900000000;Menengah
1966;Cinere;4;3;150;129;2700000000;Menengah
1967;Sawangan;3;2;130;130;655000000;Menengah
1968;Sawangan;2;1;27;40;195800000;Sederhana
1969;Beji;2;1;36;60;555000000;Sederhana
1970;Cipayung;2;1;36;66;375000000;Sederhana
1971;Sawangan;3;2;55;58;503670000;Sederhana
1972;Cimanggis;3;2;80;50;600000000;Sederhana
1973;Cimanggis;4;3;200;186;2300000000;Menengah
1974;Pancoran Mas;2;1;60;66;586200000;Sederhana
1975;Pancoran Mas;2;1;45;120;250000000;Menengah
1976;Pancoran Mas;3;4;212;160;2350000000;Menengah
1977;Beji;2;1;85;93;800000000;Menengah
1978;Cipayung;2;1;48;75;270000000;Sederhana
1979;Cimanggis;2;1;42;86;525000000;Menengah
1980;Cinere;2;1;33;66;375000000;Sederhana
1981;Cinere;4;3;200;167;1900000000;Menengah
1982;Pancoran Mas;2;1;60;60;230000000;Sederhana
1983;Sukmajaya;2;1;72;72;639000000;Sederhana
1984;Limo;2;1;80;80;400000000;Menengah
1985;Cinere;3;2;200;240;2500000000;Mewah
1986;Cipayung;2;1;40;50;185000000;Sederhana
1987;Cinere;1;1;45;50;295000000;Sederhana
1988;Bojongsari;2;1;38;94;625000000;Menengah
1989;Sawangan;3;3;180;234;2100000000;Mewah
1990;Bojongsari;4;2;120;150;600000000;Menengah
1991;Cimanggis;7;5;200;196;1800000000;Menengah
1992;Sawangan;2;1;60;160;640000000;Menengah
1993;Cimanggis;5;3;205;135;1300000000;Menengah
1994;Cinere;4;3;150;97;900000000;Menengah
1995;Pancoran Mas;2;1;36;72;457500000;Sederhana
1996;Sawangan;2;1;45;72;425000000;Sederhana
1997;Beji;2;1;36;60;295000000;Sederhana
1998;Beji;3;1;90;140;1200000000;Menengah
1999;Cilodong;2;2;55;108;600000000;Menengah
2000;Sawangan;2;1;45;132;690000000;Menengah
2001;Cimanggis;4;3;164;128;1600000000;Menengah
2002;Beji;5;5;230;200;4500000000;Menengah
2003;Sawangan;2;1;36;84;130000000;Menengah
2004;Cimanggis;4;2;243;256;2600000000;Mewah
2005;Cinere;5;4;350;240;3400000000;Mewah
2006;Cimanggis;2;1;25;50;188000000;Sederhana
2007;Bojongsari;3;2;72;80;650000000;Menengah
2008;Pancoran Mas;3;2;180;180;1400000000;Menengah
2009;Cipayung;2;1;36;66;385000000;Sederhana
2010;Beji;3;2;90;72;1275000000;Sederhana
2011;Cipayung;2;1;35;54;172000000;Sederhana
2012;Cinere;1;1;48;50;295000000;Sederhana
2013;Sawangan;5;5;315;1500;5000000000;Mewah
2014;Bojongsari;2;1;36;70;385000000;Sederhana
2015;Pancoran Mas;4;3;200;144;1375000000;Menengah
2016;Beji;2;1;100;660;4500000000;Mewah
2017;Bojongsari;3;1;45;72;500000000;Sederhana
2018;Cipayung;2;1;40;40;144000000;Sederhana
2019;Beji;3;2;90;72;1275000000;Sederhana
2020;Cipayung;2;1;40;70;372000000;Sederhana
2021;Sawangan;3;2;70;72;750000000;Sederhana
2022;Cipayung;2;1;60;40;220000000;Sederhana
2023;Cipayung;2;1;36;66;385000000;Sederhana
2024;Pancoran Mas;2;1;45;84;435000000;Menengah
2025;Sawangan;2;1;90;72;450000000;Sederhana
2026;Beji;3;3;100;102;1410000000;Menengah
2027;Cinere;3;4;160;174;1900000000;Menengah
2028;Cimanggis;7;6;400;2185;3900000000;Mewah
2029;Cimanggis;6;6;800;5100;30000000000;Mewah
2030;Cinere;3;3;400;480;5999000000;Mewah
2031;Cinere;4;3;240;320;2500000000;Mewah
2032;Cimanggis;4;3;250;200;1600000000;Menengah
2033;Pancoran Mas;2;1;36;70;495000000;Sederhana
2034;Bojongsari;2;1;36;107;490000000;Menengah
2035;Sukmajaya;3;2;150;90;680000000;Menengah
2036;Pancoran Mas;2;1;36;63;390000000;Sederhana
2037;Cimanggis;4;3;300;859;5900000000;Mewah
2038;Cipayung;2;1;36;50;265000000;Sederhana
2039;Cimanggis;3;3;158;158;1300000000;Menengah
2040;Cimanggis;4;3;180;144;1900000000;Menengah
2041;Cipayung;2;1;36;50;265000000;Sederhana
2042;Cimanggis;4;3;300;859;5900000000;Mewah
2043;Cipayung;2;1;55;75;250000000;Sederhana
2044;Cilodong;2;10;36;72;290000000;Sederhana
2045;Cimanggis;6;7;400;1085;5900000000;Mewah
2046;Pancoran Mas;4;2;70;100;650000000;Menengah
2047;Cinere;5;3;190;894;6500000000;Mewah
2048;Cinere;3;2;166;139;1700000000;Menengah
2049;Pancoran Mas;5;5;300;337;2000000000;Mewah
2050;Cimanggis;5;3;84;84;1250000000;Menengah
2051;Beji;2;1;45;78;888000000;Sederhana
2052;Cimanggis;3;3;158;158;1300000000;Menengah
2053;Cimanggis;4;3;180;144;1900000000;Menengah
2054;Pancoran Mas;4;3;120;81;1200000000;Menengah
2055;Cilodong;3;2;60;84;679250000;Menengah
2056;Beji;2;1;80;234;1200000000;Mewah
2057;Cipayung;2;1;55;65;260000000;Sederhana
2058;Cinere;4;4;165;139;1800000000;Menengah
2059;Beji;3;2;65;94;850000000;Menengah
2060;Cinere;2;1;25;50;188000000;Sederhana
2061;Pancoran Mas;3;2;65;80;650000000;Menengah
2062;Sawangan;3;1;65;84;500000000;Menengah
2063;Bojongsari;2;1;48;84;480000000;Menengah
2064;Cimanggis;4;4;450;687;11250000000;Mewah
2065;Beji;3;2;90;91;130000000;Menengah
2066;Pancoran Mas;2;1;55;94;730000000;Menengah
2067;Pancoran Mas;3;2;70;55;760502000;Sederhana
2068;Cimanggis;3;2;65;70;800000000;Sederhana
2069;Sawangan;2;1;36;58;250000000;Sederhana
2070;Sawangan;3;2;63;90;998000000;Menengah
2071;Pancoran Mas;4;4;119;86;1200000000;Menengah
2072;Cilodong;2;1;48;80;650000000;Menengah
2073;Cipayung;2;1;36;50;185000000;Sederhana
2074;Cimanggis;3;2;180;210;1600000000;Mewah
2075;Cimanggis;2;1;80;100;550000000;Menengah
2076;Sawangan;2;1;70;92;590000000;Menengah
2077;Cimanggis;1;1;27;40;175000000;Sederhana
2078;Cipayung;2;1;45;50;170000000;Sederhana
2079;Cinere;4;4;150;110;1750000000;Menengah
2080;Cilodong;2;2;60;104;653000000;Menengah
2081;Sawangan;3;2;70;72;690000000;Sederhana
2082;Bojongsari;3;2;60;72;900000000;Sederhana
2083;Beji;4;3;120;180;1000000000;Menengah
2084;Cipayung;2;1;36;50;175000000;Sederhana
2085;Cimanggis;5;2;200;136;1310000000;Menengah
2086;Sawangan;4;2;140;120;1100000000;Menengah
2087;Sawangan;3;2;63;90;998000000;Menengah
2088;Sawangan;2;1;42;90;610000000;Menengah
2089;Cimanggis;3;3;78;123;1645000000;Menengah
2090;Cinere;4;2;150;72;1200000000;Sederhana
2091;Sawangan;2;1;52;92;460000000;Menengah
2092;Cipayung;2;1;36;50;195000000;Sederhana
2093;Cipayung;2;1;40;40;150000000;Sederhana
2094;Beji;3;1;80;140;650000000;Menengah
2095;Cinere;2;2;100;228;1500000000;Mewah
2096;Cinere;3;3;250;344;1725000000;Mewah
2097;Cinere;3;3;86;119;1850000000;Menengah
2098;Sukmajaya;3;1;102;102;570000000;Menengah
2099;Pancoran Mas;3;2;60;72;690000000;Sederhana
2100;Cilodong;2;1;36;61;521800000;Sederhana
2101;Cilodong;2;1;36;61;521800000;Sederhana
2102;Sukmajaya;2;1;50;84;550000000;Menengah
2103;Sukmajaya;3;1;102;102;570000000;Menengah
2104;Cinere;4;4;150;110;1750000000;Menengah
2105;Cilodong;2;2;60;104;653000000;Menengah
2106;Beji;3;2;55;78;780000000;Sederhana
2107;Cilodong;2;1;36;60;400000000;Sederhana
2108;Pancoran Mas;4;2;100;180;1250000000;Menengah
2109;Cipayung;3;2;100;100;350000000;Menengah
2110;Beji;3;2;85;75;982000000;Sederhana
2111;Cimanggis;2;1;36;50;235000000;Sederhana
2112;Sawangan;2;1;38;78;315000000;Sederhana
2113;Limo;4;3;150;90;1100000000;Menengah
2114;Sawangan;3;2;150;460;1800000000;Mewah
2115;Pancoran Mas;3;2;70;72;795000000;Sederhana
2116;Bojongsari;2;1;36;72;275000000;Sederhana
2117;Sukmajaya;3;2;140;140;750000000;Menengah
2118;Cimanggis;2;2;75;96;850000000;Menengah
2119;Sawangan;2;1;36;60;250000000;Sederhana
2120;Beji;5;4;507;600;6000000000;Mewah
2121;Cipayung;2;1;40;50;184000000;Sederhana
2122;Cipayung;2;1;36;60;345000000;Sederhana
2123;Cipayung;2;1;45;70;320000000;Sederhana
2124;Cipayung;3;1;55;76;575000000;Sederhana
2125;Cinere;4;3;130;170;2500000000;Menengah
2126;Cimanggis;2;1;40;65;500000000;Sederhana
2127;Cinere;5;4;287;100;1980000000;Menengah
2128;Beji;4;2;120;255;1100000000;Mewah
2129;Cimanggis;5;4;180;222;2200000000;Mewah
2130;Sawangan;2;1;36;60;270000000;Sederhana
2131;Cinere;2;1;90;72;1200000000;Sederhana
2132;Pancoran Mas;2;1;50;72;320000000;Sederhana
2133;Sawangan;3;1;60;120;200000000;Menengah
2134;Cimanggis;3;3;74;80;840000000;Menengah
2135;Limo;2;1;38;94;572000000;Menengah
2136;Pancoran Mas;5;5;470;412;5275000000;Mewah
2137;Pancoran Mas;3;2;70;104;885000000;Menengah
2138;Beji;4;3;368;255;3950000000;Mewah
2139;Pancoran Mas;2;1;48;120;1000000000;Menengah
2140;Sawangan;2;1;39;97;230000000;Menengah
2141;Cinere;3;2;72;67;815970515;Sederhana
2142;Bojongsari;2;2;75;93;405000000;Menengah
2143;Cinere;4;3;170;105;1650000000;Menengah
2144;Pancoran Mas;2;1;65;79;625000000;Sederhana
2145;Cimanggis;4;5;275;200;3500000000;Menengah
2146;Sawangan;3;2;80;94;350000000;Menengah
2147;Pancoran Mas;2;1;45;60;235000000;Sederhana
2148;Sukmajaya;3;2;84;80;1050000000;Menengah
2149;Cilodong;2;1;24;42;243000000;Sederhana
2150;Sukmajaya;3;3;180;93;1300000000;Menengah
2151;Pancoran Mas;2;1;60;100;575000000;Menengah
2152;Beji;3;3;90;60;900000000;Sederhana
2153;Cinere;6;5;240;175;2500000000;Menengah
2154;Sawangan;2;1;48;71;325000000;Sederhana
2155;Cinere;2;2;130;154;2200000000;Menengah
2156;Cinere;2;1;40;76;685000000;Sederhana
2157;Cinere;4;3;200;150;2900000000;Menengah
2158;Citayam;2;1;42;80;315000000;Menengah
2159;Sawangan;4;3;170;280;3000000000;Mewah
2160;Cimanggis;4;2;185;295;1650000000;Mewah
2161;Cilodong;2;2;70;120;675000000;Menengah
2162;Sawangan;3;2;56;97;660000000;Menengah
2163;Cinere;4;2;400;340;3200000000;Mewah
2164;Cilodong;2;1;32;60;280000000;Sederhana
2165;Cimanggis;5;4;145;128;2595000000;Menengah
